tname              qname             
3ird_MLT_A_300     3aut_NAI_B_301    
3ljk_MES_A_601     3aut_NAI_B_301    
3aut_NAI_B_301     3mb8_IMH_B_280    
3auy_ADP_A_1006    3c7o_CTT_A_600    
3auy_ADP_A_1006    3ckr_009_B_502    
3cno_GDP_A_501     3av7_KYA_C_431    
3ept_FDA_A_710     3av7_KYA_C_431    
3av7_KYA_C_431     3mk6_ACO_C_1903   
3hl8_BBP_A_501     3av7_KYN_C_430    
3hw4_TMP_D_257     3av7_KYN_C_430    
3av7_PMP_A_429     3gmn_C1Q_A_300    
3qff_ADP_A_400     3av7_PMP_A_429    
3en9_TBR_B_601     3avp_MV2_A_313    
3avp_MV2_A_313     3iqk_D2S_A_264    
3avr_OGA_A_1501    3r5t_VBN_A_1      
3mam_EPE_A_278     3aw8_AMP_B_370    
3awj_COA_A_500     3dcx_MPD_A_5      
3hqz_PF8_A_999     3awj_COA_A_500    
3awj_COA_A_500     3osa_KN3_D_1      
4e96_0NS_A_201     3awj_COA_A_500    
3crl_ANP_A_1000    3awm_HEM_A_501    
3awm_MRD_A_602     3o9f_K2D_A_200    
3awm_MRD_A_602     3ppm_JG1_B_600    
3awo_DSN_A_402     3c78_FDD_X_185    
3awo_DSN_A_402     3hav_ATP_A_401    
3i1a_PG4_B_1340    3awo_DSN_A_402    
3ij8_B0D_A_501     3awo_DSN_A_402    
3q7a_778_B_3012    3awo_DSN_A_402    
3ax8_EIM_A_1       3mkb_HEM_A_141    
3n71_MES_A_492     3ax8_EIM_A_1      
3axb_PRO_A_2001    3hf7_AMP_A_1      
3cwj_321_B_1002    3axe_CBI_A_2001   
3hkp_DHB_A_282     3axt_SAM_A_397    
3ch4_MPD_B_204     3axx_CBI_C_459    
3fr2_8CA_A_501     3axx_CBI_C_459    
3hsn_HAR_B_1770    3axx_CBI_C_459    
3ayf_BOG_A_806     3zxl_B3P_A_1560   
3i0u_MPD_A_1       3ayf_EPE_A_808    
3ayf_EPE_A_808     3pkb_Y16_A_286    
3ayf_EPE_A_808     3qib_PEG_C_208    
3bmx_P4G_A_649     3ayf_HEM_A_801    
3ayf_LOP_A_809     3eun_SF4_A_101    
3fw1_STI_A_233     3ayg_HQO_A_811    
3ayj_PHE_A_904     4egr_PEP_C_503    
3ayx_F3S_D_308     3bu0_AKG_A_259    
3ayx_F4S_B_301     3k9t_MRD_A_441    
3ayx_F4S_B_301     3kxw_1ZZ_A_589    
3ayx_SF4_D_309     3h9m_PGE_A_438    
3om9_OXQ_B_704     3ayx_SF4_D_309    
3ayy_SF3_D_301     3gxt_NOJ_A_430    
3hyw_LMT_C_600     3ayy_SF3_D_301    
3sfu_RBV_C_601     3ayy_SF3_D_301    
3az1_DS2_A_1       3bn1_AKG_A_374    
3g75_B48_A_2       3az1_DS2_A_1      
3az2_DS3_A_1       3fxz_FLL_A_1      
3az2_DS3_A_1       3fyt_XYP_C_1003   
3az2_DS3_A_1       3sd0_TSK_B_400    
3lxh_DIO_A_423     3az3_DS6_A_1      
3mm5_SF4_D_575     3az3_DS6_A_1      
3az9_K91_P_7       3cb5_B3P_A_1000   
3az9_K91_P_7       3eeo_SAM_A_328    
3az9_K91_P_7       3k49_CIT_E_3      
3azr_BGC_B_402     3cb5_B3P_A_1000   
3azr_BGC_B_402     3e9s_TTT_A_317    
3b67_B67_A_1       3azr_CBK_A_403    
3azr_CBK_A_403     3cse_N22_B_229    
3gf3_COO_A_589     3azr_CBK_A_403    
3odv_TFA_B_39      3azz_LGC_B_300    
3b04_OOP_D_669     3cyq_AMU_D_5      
3r9v_DXC_B_1       3b04_OOP_D_669    
3l70_BOG_Q_3009    3b05_FNR_C_669    
3b05_IPE_C_701     3oc8_DIO_A_401    
3b06_DMA_A_701     3mpr_PEG_C_307    
3b07_MPD_A_301     3fqs_585_A_1      
3b07_MPD_A_301     3i2b_PEG_B_1      
3l92_COA_A_301     3b08_TRE_H_251    
3ny9_JSZ_A_1203    3b08_TRE_H_251    
3oqj_3CX_B_258     3b08_TRE_H_251    
3qsz_PEG_A_214     3b08_TRE_H_251    
3b0c_CIT_T_111     3f88_2HT_A_998    
3fs8_ACO_A_300     3b0c_CIT_T_111    
3b0c_CIT_T_111     3vbw_0FN_A_1      
3b0g_SF4_A_602     3dhf_NMN_A_503    
3b0g_SRM_A_601     3g4k_ROL_A_901    
3i9u_DTU_A_2001    3b0g_SRM_A_601    
3b0h_SRM_A_601     3cos_NAD_C_400    
3rfb_SME_A_6888    3b0h_SRM_A_601    
5acn_F3S_A_999     3b0p_FMN_B_351    
3n29_NSD_A_1002    3b0q_MC5_A_1      
3b0q_MC5_A_1       3oim_VZ5_A_263    
3b0t_MCZ_A_1       3nxy_D2H_A_188    
3g5e_Q74_A_320     3b0w_DGX_B_1      
3hqd_ANP_A_601     3b0w_DGX_B_1      
3b1j_NAD_A_340     3g00_MPD_A_270    
3rza_PEG_A_409     3b1j_NAD_A_340    
3b1n_ADP_B_402     3eqb_LUG_A_1      
3gws_T3_X_500      3b1n_MZR_B_401    
3b1n_MZR_B_401     3smr_NP7_C_1000   
3llk_FAD_B_550     3b1q_P33_B_328    
3b1v_GGM_A_300     3fkt_SII_A_406    
3js5_EPE_A_201     3b1w_GDP_C_300    
3s3i_CQ0_A_1       3b1w_GDP_C_300    
3b1y_GNH_A_300     3swq_PGE_A_420    
3b24_B2J_A_237     3ojn_PG4_C_366    
3c9s_ACP_A_900     3b25_B2K_A_1      
3om4_PGE_D_485     3b25_B2K_A_1      
3b27_B2T_A_1       3ggs_2FD_A_300    
3b27_B2T_A_1       3mvc_HEM_A_500    
3ekq_ROC_A_100     3b28_B2X_B_2      
3b28_B2X_B_2       3hp8_SUC_B_109    
3b2r_VDN_A_1       3kvy_URA_B_312    
3b2s_B2S_A_455     3gee_GDP_A_474    
3p9q_HDD_B_760     3b2s_B2S_A_455    
8a3h_IDC_A_500     3b2s_B2S_A_455    
3h2p_MLI_A_156     3b2t_M33_A_1996   
3b30_ETB_A_452     4eye_MPD_B_401    
3bll_BPQ_A_700     3b3c_PLU_A_500    
3b3j_BEN_A_4001    3fw9_SLX_A_2      
3b3j_BEN_A_4001    3lup_ELA_A_301    
3b3m_JI1_A_800     3e49_ETX_A_501    
3b3n_JI2_B_800     3g66_MES_B_5121   
3ig5_GLU_A_693     3b3o_JI3_B_800    
3b3p_JI7_B_800     3h0l_ADP_H_703    
3b3s_LEU_A_304     3ozl_FLF_A_501    
3lxo_T3P_A_601     3b3t_ILE_A_299    
3pkp_DTP_I_500     3b3t_ILE_A_299    
3pd3_A3T_A_148     3b3v_VAL_A_299    
3b3v_VAL_A_299     3v70_GDP_A_401    
3b3x_A33_A_300     3pv8_D3T_A_201    
3b47_HEM_A_199     3ewp_APR_B_175    
3b47_HEM_A_199     3mnr_SD1_P_233    
3t7r_6PP_B_302     3b4f_TUO_A_300    
3b4p_3B4_A_500     3m0w_P77_I_204    
3pnq_2HA_D_511     3b4w_NAD_A_500    
3dux_64U_H_901     3b4x_HEM_A_410    
3k2r_HEZ_A_166     3b4x_HEM_A_410    
3ozz_HEM_B_201     3b4y_FLC_A_337    
3b5b_NDN_B_265     3u8n_09S_H_211    
3b5i_SAH_B_401     3c7f_XYP_A_802    
3b5j_12D_A_708     3d6v_TFQ_A_400    
3t1f_3TF_A_286     3b5q_PEG_B_517    
3kro_IPE_D_2001    3b5r_B5R_A_1      
3b65_3B6_A_1       3g2q_SFG_A_400    
3b66_B66_A_1       3qvi_K95_C_329    
3div_5AX_A_514     3b67_B67_A_1      
3b67_B67_A_1       3g3k_GLU_A_260    
3b67_B67_A_1       3lpy_EPE_B_85     
3ikd_J9Z_A_501     3b68_B68_A_1      
3myz_TFX_B_101     3b69_BFN_A_700    
3fne_8PC_C_420     3b6c_SDN_B_303    
3lal_KRV_A_561     3b6c_SDN_B_303    
3liv_E16_B_117     3b6c_SDN_B_303    
3b6h_HEM_A_600     3fh0_ADP_A_201    
3o5s_B3P_A_244     3b6i_FMN_B_200    
3b6j_AMP_B_202     3k4f_Q86_A_301    
3oyc_ZZW_A_398     3b6j_AMP_B_202    
3b6l_SDS_A_2300    3elb_C5P_A_400    
3b6l_SDS_A_2300    3lus_MCO_B_1001   
3b6l_SDS_A_2300    3pm3_TFN_A_481    
3k4y_IPE_B_300     3b6o_TMP_B_1000   
3b6o_TMP_B_1000    3qy2_FLC_B_3585   
3b6r_ADP_B_601     3i7d_PEG_B_164    
3qdv_NDG_B_145     3b6r_CRN_B_603    
3tsc_NAD_B_274     3b6r_CRN_B_603    
3b6r_CRN_B_603     3vsd_OAS_B_402    
3pj0_MRD_C_365     3b6u_ADP_A_402    
3b6v_ADP_A_1001    4e23_BEM_B_404    
3b7e_ZMR_A_1001    3bnz_C16_A_318    
3b7e_ZMR_A_1001    3d10_PGE_B_94     
3lm0_EBD_A_1       3b7j_JUG_C_162    
3ojc_HEZ_B_240     3b7j_JUG_C_162    
3b7k_COA_C_317     3cpo_FP2_A_132    
3kvr_URF_B_2011    3b7k_COA_C_317    
3b7k_COA_C_317     3s5y_DGJ_B_802    
3vmk_IPM_A_401     3b7k_COA_C_317    
3b7l_M0N_A_901     3fd5_AP2_B_393    
3k7c_PEG_C_116     3b7l_M0N_A_901    
3b7n_B7N_A_314     3qbm_PEG_B_204    
3sxr_1N1_A_1       3b7n_B7N_A_314    
3b7o_MLT_A_1       3svf_WDR_A_1      
3b7p_SPM_C_503     3enw_5RP_A_702    
3b7p_SPM_C_503     3h31_SF4_A_75     
3b7p_SPM_C_503     4tln_LNO_A_322    
3b7q_6PL_A_314     3nra_PEG_A_520    
3b7q_6PL_A_314     3u6a_18P_C_386    
3ojc_HEZ_B_240     3b86_PG4_B_224    
3pd6_PMP_C_1       3b86_PG4_B_224    
3b88_ETE_B_225     3ddu_552_A_901    
3zux_TCH_A_1313    3b89_5GP_A_500    
3b8a_BGC_X_501     3tpp_5HA_A_999    
3gr4_DYY_D_550     3b8g_NLG_A_437    
3q3c_NAD_A_299     3b8g_NLG_A_437    
3gyt_DL4_A_100     3b8l_PEG_B_146    
3lmv_EPE_D_165     3b8l_PEG_B_146    
3b8l_PEG_B_146     3udp_09D_A_501    
3kcg_MPD_I_5276    3b8q_900_B_502    
3q0g_COA_C_258     3b8q_900_B_502    
3b8q_900_B_502     3tnf_MPD_B_2      
3skk_4U7_B_552     3b8x_G4M_B_500    
3b8y_ADA_A_901     3mx5_UTP_B_993    
3b8y_ADA_A_901     3sy6_NHE_B_310    
3b8z_294_A_801     3eo8_FMN_C_500    
3rt6_FWD_B_401     3b92_440_A_501    
3i4d_DIO_L_711     3b99_U51_A_702    
3b99_U51_A_702     3sj3_BMP_B_229    
3nnv_437_A_355     3b9j_290_K_1335   
3b9l_AZZ_A_1010    3rz5_RZ5_A_262    
3nrs_TLA_A_1001    3b9o_FMN_B_441    
3b9q_MLI_A_1       3rsq_NAX_A_493    
3b9s_RW1_C_115     3ttc_ADP_A_748    
3bhy_7CP_A_600     3b9x_NOS_A_401    
3ba2_HKL_A_158     3rig_NHE_A_2001   
3ba2_HKL_A_158     3swi_UPN_A_427    
3ba8_3B8_A_501     3buh_AED_A_394    
3cdo_MPD_D_1913    3ba8_3B8_A_501    
3ba8_3B8_A_501     3q5j_D1S_A_214    
3ba9_3B9_A_501     3pcv_GSH_A_201    
4evr_BEZ_A_401     3ba9_3B9_A_501    
3ie2_BTB_A_456     3baa_3BA_A_501    
3baa_3BA_A_501     830c_RS1_A_1      
3bab_3BD_A_501     3eon_341_C_501    
3q30_D61_A_700     3bab_3BD_A_501    
3baf_ANP_A_700     3mvx_DTV_B_507    
3rtw_NWD_D_601     3baf_ANP_A_700    
3bar_U5P_A_3000    3nk2_LDP_X_433    
3nwa_MRY_B_3000    3bar_U5P_A_3000   
3cfb_SPB_L_301     3bay_ARE_A_500    
3e2y_GLN_A_456     3bay_ARE_A_500    
3fsb_T3Q_B_301     3bay_ARE_A_500    
3k7m_FAD_X_434     3bb1_PGE_F_290    
3bb1_PGE_F_290     3q9l_ATP_B_800    
3kr0_172_A_1001    3bb4_GNP_A_264    
4dh6_0KN_A_411     3bbb_DG_F_153     
3zxl_B3P_A_1560    3bbd_SAH_B_207    
3ur4_0BW_B_1000    3bbf_DTT_B_162    
3uxk_BHO_B_361     3bbf_DTT_B_162    
3bbr_BHY_A_268     3f9n_38M_A_324    
3pb7_PBD_X_390     3bbr_BHY_A_268    
3bby_ETX_A_218     3kog_MRD_A_6      
3bby_ETX_A_218     4a7i_A7I_B_1246   
3bc3_OPT_A_300     3fi8_OPE_A_603    
3bc4_LLG_A_2501    3c4h_DRL_A_601    
3bc4_LLG_A_2501    3m5q_HEM_A_396    
3tjc_0TP_A_1       3bc5_ZAA_A_1      
3bc9_ACI_A_806     3o7w_SAM_A_801    
3ogk_OGK_H_1100    3bc9_ACI_A_806    
3f3r_GSH_B_104     3bc9_ACR_A_901    
3bc9_ACR_A_901     3n98_PEG_A_571    
3bc9_BGC_A_809     3c5e_ATP_A_801    
3bcd_ACX_A_901     3e79_I3C_A_500    
3bce_PEG_C_501     3cj5_SX6_A_571    
3dl9_V2H_A_602     3bcn_E64_A_214    
3dlt_BUA_A_245     3bcn_E64_A_214    
3bcn_E64_A_214     3e9i_1PE_B_494    
3fmn_530_A_361     3bcq_HEM_A_143    
3bcq_HEM_A_143     3kvu_ACO_B_200    
3bcq_HEM_A_143     3nm6_ADE_B_231    
3szg_AMP_A_681     3bcw_PEG_B_126    
3bd3_BTB_B_1       3o15_3NM_A_236    
3bdk_DNO_A_387     3hc8_PD4_A_901    
3bdk_DNO_A_387     4dsu_BZI_A_203    
3i51_45C_A_1       3bdl_CIT_A_2001   
3bdl_CIT_A_2001    4a7b_3W5_A_1000   
3q7a_3CX_B_524     3bdm_GDT_Y_500    
4a7i_A7I_B_1246    3bdm_GDT_Y_500    
4di4_PG4_A_402     3bdm_GDT_Y_500    
3f66_IHX_A_1       3bdz_MLI_A_500    
3fx6_BPX_E_311     3bdz_MLI_A_500    
3qur_ADP_A_1260    3bdz_MLI_A_500    
3be2_RAJ_A_501     4a01_DMU_B_1774   
3csw_CIT_D_276     3be4_AP5_A_219    
3be4_AP5_A_219     3ko0_TFP_P_201    
3be4_AP5_A_219     4ed5_M2M_A_206    
3usp_05L_A_525     3be7_ARG_B_501    
3h6l_SAM_A_1       3be9_P04_A_501    
3be9_P04_A_501     3pnc_1GC_A_1      
3bea_IXH_A_923     3dr1_C5D_A_500    
3bea_IXH_A_923     3s4y_TPP_A_1301   
3bea_IXH_A_923     8abp_GLA_A_307    
3hw5_AMP_A_257     3bej_MUF_B_1      
3qsb_743_A_367     3ben_LEH_B_500    
3o0j_3OJ_A_485     3beo_UD1_B_372    
3beo_UDP_B_1081    3pqv_TAR_D_401    
3ber_AMP_A_300     3kfh_2EH_A_301    
3ber_AMP_A_300     3u3h_MRD_A_2000   
3bgq_VX2_A_314     3beu_BEN_A_247    
3ns1_PM6_L_1       3beu_BEN_A_247    
3olq_PEG_A_319     3bf1_ADP_B_247    
3lf5_HEM_B_2       3bf3_PAZ_A_248    
3bf3_PAZ_A_248     3loq_AMP_A_271    
3bf3_PAZ_A_248     3v1h_INS_A_401    
3bf8_MLA_A_4892    3ckl_STL_A_501    
3bf8_MLA_A_4892    3cpo_FP2_A_132    
3bff_FPM_C_1       3orn_PGE_A_401    
3f8k_COA_A_301     3bfg_MER_B_302    
3mtw_M3R_A_430     3bfg_MER_B_302    
3fwr_ADP_A_221     3bfp_FLC_A_1      
3qdl_FMN_D_300     3bfu_R2P_D_264    
3bgb_LJG_B_2501    3mwb_PHE_B_311    
3nbl_DXF_A_1       3bgc_LJH_A_2501   
3bgc_LJH_A_2501    3upi_0C2_A_587    
3bgd_PM6_B_301     3kcg_NTP_I_433    
3uzz_ASD_B_501     3bgl_RID_A_2      
3cnv_FLC_C_301     3bgs_DIH_A_301    
3uo6_0BY_B_2       3bgu_NBZ_A_112    
3bgv_SAH_C_315     3nun_JMZ_A_361    
3kr6_FFQ_A_500     3bgz_VX3_A_314    
3v83_P6G_A_712     3bgz_VX3_A_314    
3bh6_GNP_A_1       3ei8_PL5_B_433    
3v1r_JTH_A_675     3bhl_NDU_B_265    
3bu1_HSM_A_301     3bhm_AHE_A_304    
3bht_MFR_C_299     3hyx_AUK_F_501    
3ubm_COA_D_2003    3bhv_VAR_C_299    
3pfg_SAM_A_264     3bhx_BHX_A_1      
3pzr_CYS_A_371     3bi1_3BI_A_1      
3uod_PEG_A_403     3bi2_297_B_1002   
3bi4_298_A_1001    3udf_MES_A_740    
3bi5_DIA_A_2841    3ef6_FAD_A_449    
3o9i_A61_A_200     3bi5_DIA_A_2841   
3hok_Q80_B_301     3bia_TLA_X_118    
3bia_TLA_X_118     3u04_BB2_A_210    
3hsk_NAP_A_366     3bif_BOG_A_510    
3bif_BOG_A_510     3iix_MET_A_1401   
3bif_BOG_A_510     3u6i_044_A_1      
3t7r_6PP_B_302     3biu_10U_H_999    
3biz_61E_A_576     3jzk_YIN_A_1      
3i4x_DST_A_460     3bj1_HEM_B_148    
3bj8_SPM_C_500     3fg8_3PB_F_301    
3bj8_SPM_C_500     3tge_TGE_A_999    
3bje_URA_A_501     3s3q_C1P_A_1      
3spw_T7M_A_435     3bje_URA_A_501    
3bjf_OXL_C_903     3d49_BEN_H_1900   
3bjf_OXL_C_903     3hxg_GTA_A_1      
3bjk_CIT_A_1       3cx5_7PH_D_4014   
3bjm_BJM_A_1       3mvz_BHN_B_507    
3bjq_PG4_F_316     3fuw_MTA_A_272    
3bjq_PG4_F_316     3i5t_PLP_B_474    
3bjq_PG4_F_316     3k2p_JTH_B_1001   
3dn1_BCF_A_900     3bju_ATP_A_603    
3bju_ATP_A_603     3sw8_5LI_P_205    
3bju_LYS_C_601     3g6k_POP_E_305    
3bju_LYS_C_601     3gg4_BTB_B_600    
3c0a_14C_A_318     3bk2_U5P_A_950    
3bk7_SF4_A_596     3nk1_SRO_X_433    
3cmb_P33_B_270     3bkd_BOG_E_702    
3czd_GLU_A_600     3bki_FQX_B_264    
3bki_FQX_B_264     3swz_HEM_A_600    
3v8m_Z8B_A_302     3bki_FQX_B_264    
3bkk_KAF_A_704     3g6h_G6H_B_1      
3bkk_KAF_A_704     3g9e_RO7_A_1      
3ko5_ADP_A_165     3bkn_EPE_D_502    
3bkn_EPE_D_502     3sjt_5AB_B_552    
3iae_D7K_A_571     3bkn_HEM_H_301    
3f17_HS4_A_0       3bl0_BL0_A_300    
3h9u_PG4_D_1       3bl0_BL0_A_300    
3jpn_G2C_A_338     3bl0_BL0_A_300    
3bl0_BL0_A_300     3o84_HTJ_B_995    
3hzt_J60_A_540     3bl6_FMC_A_229    
3bl7_DD1_A_901     3cmb_PE8_D_269    
3bl7_DD1_A_901     3p9q_HDD_B_760    
3m1k_BEW_A_502     3bl9_DD2_A_901    
3nz2_BU1_G_197     3bla_DD3_A_1      
3nwn_ADP_A_401     3bld_PRF_A_700    
3bld_PRF_A_700     4e1m_TQ2_A_301    
3gm5_CIT_A_379     3bli_ACO_A_1004   
3gb9_A2F_B_300     3bli_PYR_A_1005   
3hf5_3ML_A_201     3bli_PYR_A_1005   
3i45_NIO_A_500     3bli_PYR_A_1005   
3igp_DT7_A_263     3bll_BPQ_A_700    
3zrc_L8B_L_1205    3bll_BPQ_A_700    
3blo_QEI_A_600     3gam_MXX_A_231    
3lx9_A2G_A_1000    3blr_CPB_A_940    
3blt_PSY_A_501     3etg_GWD_D_552    
3pao_ADE_B_328     3blt_PSY_A_501    
3nb0_PEG_D_1002    3blu_PVS_A_501    
3blz_PEG_B_129     3iej_599_B_221    
3g7e_B46_A_1       3bm1_FMN_B_3402   
3bm1_FMN_B_3402    3kbo_EPE_D_314    
3sjf_JRG_A_1       3bm1_FMN_B_3402   
3bm3_CIT_B_273     3qhx_EPE_A_390    
3ew2_BTN_C_600     3bm6_C9P_B_2      
3cea_NAD_B_400     3bm9_BXZ_A_1      
3hv3_R49_A_361     3bm9_BXZ_A_1      
3bm9_BXZ_A_1       3mvx_DTV_B_507    
3o5b_BGC_A_486     3bmc_FOL_C_270    
3jpu_TY4_E_174     3bmo_AX4_D_271    
3eym_EYK_D_173     3bmq_AX5_D_270    
3rr3_FLR_C_700     3bmq_AX5_D_270    
3ipe_JZE_B_128     3bmw_GLC_A_688    
3bmw_GLC_A_688     3jqd_DX7_C_270    
3bmx_P4G_A_649     3f39_IPH_A_2001   
3bmz_PG4_A_901     3mwd_CIT_A_426    
3bmz_PG4_A_901     3q6z_APR_A_1      
3uja_OPE_A_501     3bmz_PG4_A_901    
3cjo_K30_A_1       3bmz_PGE_B_902    
3dx5_DHB_A_289     3bmz_PGE_B_902    
3bn1_AKG_A_374     3hxc_BD6_B_334    
3rk8_PEG_B_297     3bn1_AKG_A_374    
3bnj_HEM_A_514     3p8x_ZYD_A_1      
3i5b_TLA_B_1       3bnm_SPJ_A_802    
3pcj_INO_N_550     3bnm_SPJ_A_802    
3bnu_SPZ_A_802     3bxo_UPP_A_239    
3nyt_ULP_A_368     3bnu_SPZ_A_802    
3bnx_FPP_B_401     4er3_0QK_A_401    
3ng9_ADE_B_737     3bnx_POP_D_4294   
3qv4_PEG_B_6073    3bnx_POP_D_4294   
3tnj_AMP_A_149     3bnx_POP_D_4294   
3bny_FPF_C_402     3eai_328_B_2905   
3bny_FPF_C_402     3g66_MES_B_5121   
3e6j_DR2_A_300     3bo5_SAH_A_305    
3bo5_SAH_A_305     3ejb_HEM_F_405    
3fo5_1PE_B_1       3bo5_SAH_A_305    
3bom_HEM_C_143     3c5h_GNP_A_301    
3n2i_THM_A_214     3bom_HEM_C_143    
3bos_CDP_A_300     3na8_MLT_D_317    
3pvg_K68_A_1       3bp1_GUN_D_290    
3ej8_HEC_B_2901    3bpf_E64_A_242    
3uqy_F3S_T_402     3bpf_E64_A_242    
3bpm_SVC_B_300     3hvj_BTB_A_267    
3q5k_D1U_A_214     3bpm_SVC_B_300    
3r11_FUM_B_385     3bpr_OLP_D_900    
3k8x_B89_C_3       3bpx_SAL_B_258    
3bpz_CMP_B_641     3ln1_CEL_D_682    
3bpz_CMP_B_641     3pya_1PE_A_951    
3tn8_F18_A_332     3bq5_HCS_B_803    
3bqc_EMO_A_400     3l14_I7B_A_301    
3bqc_EMO_A_400     3lu6_IMX_B_586    
3pul_LYS_B_292     3bqd_DAY_A_301    
3bqf_SSM_A_400     3k9x_MBM_D_2      
3bqf_SSM_A_400     3lcm_FAD_B_197    
3bqf_SSM_A_400     3pbb_PBD_B_381    
3bqm_BQM_C_1       3on7_PEG_C_290    
3bqn_BQN_B_1       3mqg_ACO_D_191    
3r0t_FU9_A_338     3bqn_BQN_B_1      
3kpv_ADE_B_290     3bqr_4RB_A_401    
5acn_TRC_A_899     3bqz_MGR_A_200    
3br3_ET_A_205      3rx7_9MR_A_605    
3br3_ET_A_205      3sz4_D5M_A_218    
3v2y_ML5_A_1201    3br3_ET_A_205     
3kp4_MII_A_2001    3br9_DEY_B_579    
3br9_DEY_B_579     3kwj_23Q_A_1      
3br9_DEY_B_579     3nf7_CIW_A_221    
3sxn_COA_B_500     3br9_DEY_B_579    
3gb0_PEG_A_377     3bra_AEF_A_394    
3k4z_CBI_A_294     3brb_ADP_A_901    
3n2e_OSA_B_1001    3brb_ADP_A_901    
3bre_C2E_B_360     3n8y_SAL_B_900    
3brf_SOR_A_2       3dmz_HFB_A_900    
3brm_ONL_B_401     3kek_3EK_A_801    
3poz_03P_A_1023    3brm_ONL_B_401    
3szb_I1E_B_1001    3brq_FRU_A_701    
3brr_SLF_B_33      3o6h_O25_A_268    
3brr_SLF_B_33      3of4_FMN_B_250    
3brr_SLF_B_33      3ojo_PDC_A_503    
3e9f_MES_A_122     3bs6_2PE_B_1      
3kk1_914_A_825     3bs6_PG4_A_336    
3bs6_PG4_A_336     3pmz_TUB_E_220    
3bs6_PGE_A_338     3jut_GTQ_A_131    
3gdn_HBX_B_533     3bsa_1PD_B_579    
3bsa_1PD_B_579     3q9m_MRD_A_887    
3bsa_1PD_B_579     3s8i_PEG_B_1      
3bsa_1PD_B_579     4e93_GUI_A_901    
3bsc_2PD_A_579     3fwn_6PG_A_2002   
3bsc_2PD_A_579     3i0u_MPD_A_1      
3jwh_SAH_A_1       3bsc_2PD_A_579    
3qf4_ANP_A_578     3bsc_2PD_A_579    
3nee_B72_A_1       3bsf_ADE_A_701    
3bso_CTP_A_514     3coh_83H_B_2      
3bso_CTP_A_514     3i8p_840_A_501    
3bsy_ACO_C_402     3psy_PG4_A_4001   
3bti_BER_A_802     3hyg_099_B_801    
3bti_BER_A_802     3lkf_PC_A_300     
3mmh_MRD_B_171     3bti_BER_A_802    
3bto_SSB_D_378     3ng7_HNK_X_436    
3ixl_PAC_A_5000    3bts_NAD_B_436    
3bu0_AKG_A_259     3c0v_TBR_C_158    
3ocm_ADP_B_1       3bu0_AKG_A_259    
3dan_HEM_A_600     3bu1_HSM_A_301    
3bu1_HSM_A_301     3hw4_TMP_D_257    
3bu1_HSM_A_301     3r7x_QSN_A_264    
3bu5_ATP_A_300     3cct_3HI_D_3      
3i3q_AKG_A_401     3bu5_ATP_A_300    
3p9q_HDD_B_760     3bu5_ATP_A_300    
3buf_AEG_A_394     3cz1_NBB_A_122    
3buf_AEG_A_394     3e30_ED4_B_1003   
3buf_AEG_A_394     3ewr_APR_A_169    
3kqt_ES7_B_290     3buf_AEG_A_394    
3bug_AEH_A_394     3fyw_I2H_X_300    
3cz1_NBB_A_122     3buh_AED_A_394    
3obt_SLB_A_1       3buj_HEM_A_398    
3bul_B12_A_1301    3l11_MLI_A_702    
3dle_GFA_A_999     3bur_TES_B_340    
3bus_SAH_A_274     3ju7_PEG_B_383    
3buv_EPE_A_3999    3mes_ADP_B_425    
3po6_RDT_A_263     3buv_NAP_B_3901   
3gyf_51P_A_187     3bv2_P38_A_501    
3bv2_P38_A_501     4dbk_BER_A_203    
3cz7_ACO_A_404     3bv4_13P_A_3371   
3g9n_J88_A_359     3bv4_13P_A_3371   
3fvl_BHK_E_311     3bw1_MPD_A_91     
3tza_TZG_B_261     3bw1_MPD_A_91     
3zwm_CXR_F_303     3bw1_MPD_A_91     
3fhh_BOG_A_641     3bw2_FMN_A_370    
3ng4_NAG_C_173     3bw2_MPD_A_371    
3bwc_SAM_A_501     3mpt_1GK_A_361    
3bwf_DWC_A_315     3ilz_B72_A_1      
3qps_CHD_A_211     3bwf_DWC_A_315    
3bwk_C1P_D_300     3hll_I45_A_401    
3r00_UNJ_A_1       3bwk_C1P_D_300    
3bwk_C1P_D_300     4a4o_664_A_1332   
3dt1_P40_A_361     3bwn_PHE_F_2001   
3fo5_1PE_B_1       3bwn_PMP_A_1001   
3bwy_DNC_A_302     4aff_FLC_A_1119   
3bwy_MPD_A_303     3dke_EPE_X_901    
3s22_3S2_A_1       3bx5_304_A_501    
3bx5_304_A_501     3veo_CP_A_601     
3eic_UDP_E_165     3bxf_13P_B_401    
3hmi_DKI_A_1       3bxf_13P_B_401    
3bxf_13P_B_401     4dqd_PPY_A_401    
3hp2_P36_A_401     3bxh_F6P_A_401    
3bxh_F6P_A_401     3o3x_MPD_A_199    
3rzi_PHE_A_464     3bxh_F6P_A_401    
3dg8_RJ6_A_609     3bxo_UPP_A_239    
3bxo_UPP_A_239     3e3t_I3C_A_248    
3ozp_OAN_A_1       3bxo_UPP_A_239    
3bxp_EPE_A_277     3l9m_L9M_A_351    
3bxr_DRR_B_201     3ckk_SAM_A_301    
3lnc_5GP_B_300     3bxs_DRS_A_201    
3h3c_P1E_A_999     3bxu_HEM_B_74     
3qj7_SPM_A_264     3bxx_QUE_A_342    
3by8_MLT_A_1       3rfc_ADP_A_368    
